Status,Section Name,Title,Dates,Location,Instructional Methods,Meeting Information,Faculty,Availability ,Credits,Course Types,Academic Level
Open,POLSC-2120-01 ,DEMOCRATIC EXPERIMTS,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 3/3/2023 OM 315 (LEC) ","Bauer, Kelly ",15 / 20 / 0,2 Credits,"1ST 8-WEEK Session
Discourse Instructive
Chaos Thread",Undergraduate
Open,POLSC-2300-01 ,INTRO TO POLITICAL SCIENCE,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 3/3/2023 OM 208 (LEC) ","Bauer, Kelly ",15 / 20 / 0,2 Credits,"1ST 8-WEEK Session
Discourse Instructive",Undergraduate
Open,POLSC-2650-01 ,WAR AND PEACE,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Smith, Nathaniel C. ",18 / 25 / 0,4 Credits,Going Global Thread,Undergraduate
Open,POLSC-2900-01 ,POLITICS OF THE UN,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:40-11:50 AM 1/9/2023 - 5/6/2023 OM 315 (LEC) ","Jabbour, Rula ",17 / 20 / 0,4 Credits,"Speaking Instructive
Going Global Thread",Undergraduate
Open,POLSC-2900-02 ,DEVELOPMENTAL POLITICS,1/9/2023-3/3/2023,Lincoln,LECTURE,"M, W 2:00-3:40 PM 1/9/2023 - 3/3/2023 OM 316 (LEC) ","Bauer, Kelly ",18 / 20 / 0,2 Credits,"1ST 8-WEEK Session
Discourse Instructive
Going Global Thread",Undergraduate
Open,POLSC-2970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Bauer, Kelly ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,POLSC-3210-01 ,CONSTITUTIONAL LAW,1/9/2023-5/6/2023,Lincoln,LECTURE,M 6:00-9:40 PM 1/9/2023 - 5/6/2023 SC 222 (LEC) ,"Morfeld, Adam ",13 / 18 / 0,4 Credits,Justice Thread,Undergraduate
Open,POLSC-4990A-01 ,SENIOR SEMINAR,1/9/2023-5/6/2023,Lincoln,LECTURE,"W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 OM 301 (LEC) ","Smith, Nathaniel C. ",94 / 99 / 0,2 Credits,Writing Instructive,Undergraduate
Open,POLSC-4990B-01 ,SENIOR SEMINAR,1/9/2023-5/6/2023,Lincoln,LECTURE,"W, F 12:00-12:50 PM 1/9/2023 - 5/6/2023 OM 301 (LEC) ","Smith, Nathaniel C. ",94 / 99 / 0,2 Credits,Speaking Instructive,Undergraduate
Open,PSYCH-1010FYW-01 ,INTR TO PSYCH SCIENCE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, T, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 111 (LEC) ","Johnson, Amber B. 
Petro, Marilyn ",15 / 20 / 0,4 Credits,"FYW: 2 courses needed
Social Science
Reflected Self Thread",Undergraduate
Open,PSYCH-1010FYW-02 ,INTR TO PSYCH SCIENCE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, T, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 109 (LEC) ","Donovick, Melissa R. 
Petro, Marilyn ",15 / 20 / 0,4 Credits,"FYW: 2 courses needed
Social Science
Reflected Self Thread",Undergraduate
Open,PSYCH-1010FYW-03 ,INTR TO PSYCH SCIENCE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 320 (LEC) ","Paul, Kimberly A. 
Petro, Marilyn ",17 / 20 / 0,4 Credits,"FYW: 2 courses needed
Social Science
Reflected Self Thread",Undergraduate
Open,PSYCH-2010-01 ,PROFESSIONAL SEMINAR,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:20-9:30 AM 1/9/2023 - 5/6/2023 ACK 007 (LEC) ","Hayes, Rachel C. ",7 / 30 / 0,4 Credits, ,Undergraduate
Open,PSYCH-2100-01 ,PSYCH STATS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 111 (LEC) Th 11:00-11:50 AM 1/9/2023 - 5/6/2023 CWL MAC (LAB) ","Johnson, Amber B. ",19 / 25 / 0,4 Credits, ,Undergraduate
Open,PSYCH-2110-01 ,RESRCH METHODS/PSYCH,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 109 (LEC) Th 10:00-10:50 AM 1/9/2023 - 5/6/2023 CWL MAC (LAB) ","Donovick, Melissa R. ",15 / 25 / 0,4 Credits, ,Undergraduate
Open,PSYCH-2350-01 ,LIFESPAN DEVELOPMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, Th, F 12:00-12:50 PM 1/9/2023 - 5/6/2023 ACK 207 (LEC) ","Klinkebiel, Chelsea ",5 / 30 / 0,4 Credits,Identity Thread,Undergraduate
Open,PSYCH-2450-01 ,HEALTH PSYCHOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:00-9:40 AM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Hayes, Rachel C. ",3 / 30 / 0,4 Credits,Human Hlth&Disease Thread,Undergraduate
Open,PSYCH-2700-01 ,ABNORMAL PSYCHOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:20-11:30 AM 1/9/2023 - 5/6/2023 SC 320 (LEC) ","Klinkebiel, Chelsea ",8 / 30 / 0,4 Credits,Human Hlth&Disease Thread,Undergraduate
Open,PSYCH-2970-01 ,PSYCHOLOGY PRACTICUM,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Donovick, Melissa R. 
Petro, Marilyn ",18 / 18 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,PSYCH-3050-01 ,ART THERAPY,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 3/3/2023 ACK 218 (LEC) ","Scheele, Katie B. 
Petro, Marilyn ",17 / 25 / 0,2 Credits,1ST 8-WEEK Session,Undergraduate
Open,PSYCH-3400-01 ,SOCIAL PSYCHOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:10-1:50 PM 1/9/2023 - 5/6/2023 ACK 211 (LEC) ","Johnson, Amber B. ",8 / 30 / 0,4 Credits,"Diversity-Global
Identity Thread",Undergraduate
Open,PSYCH-3800-01 ,SLEEP AND DREAMING,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 5/6/2023 ACK 207 (LEC) ","Petro, Marilyn ",9 / 30 / 0,4 Credits, ,Undergraduate
Open,PSYCH-3900-01 ,COMMUNITY PSYCHOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:20-1:30 PM 1/9/2023 - 5/6/2023 ACK 007 (LEC) ","Maseko, Mpikelelo M. 
Petro, Marilyn ",18 / 30 / 0,4 Credits, ,Undergraduate
Open,PSYCH-4930-01 ,STUDENT INSTRUCTOR EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Hayes, Rachel C. ",99 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4930-02 ,STUDENT INSTRUCTOR EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Johnson, Amber B. ",98 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4930-03 ,STUDENT INSTRUCTOR EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Klinkebiel, Chelsea ",98 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4930-04 ,STUDENT INSTRUCTOR EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Petro, Marilyn ",99 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4940-01 ,RESEARCH EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Hayes, Rachel C. 
Klinkebiel, Chelsea ",95 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4940-02 ,RESEARCH EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Johnson, Amber B. ",99 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4940-03 ,RESEARCH EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Klinkebiel, Chelsea ",99 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4940-04 ,RESEARCH EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Petro, Marilyn ",99 / 99 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,PSYCH-4970-01 ,PSYCHOLOGY PRACTICUM,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Donovick, Melissa R. 
Petro, Marilyn ",16 / 18 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,PSYCH-4980-01 ,INTRO TO SR RESEARCH,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:20-9:30 AM 1/9/2023 - 5/6/2023 ACK 226A (LEC) ","Klinkebiel, Chelsea ",3 / 12 / 0,4 Credits,"Writing Instructive
Speaking Instructive",Undergraduate
Open,PSYCH-4980-02 ,INTRO TO SR RESEARCH,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-3:10 PM 1/9/2023 - 5/6/2023 ACK 226A (LEC) ","Petro, Marilyn ",5 / 12 / 0,4 Credits,"Writing Instructive
Speaking Instructive",Undergraduate
Open,PSYCH-4990-01 ,SENIOR RESEARCH,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Petro, Marilyn ",10 / 12 / 0,4 Credits,"Writing Instructive
Experiential Intensive",Undergraduate
Open,RELIG-1150-01 ,WORLD RELIGIONS,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:35-11:50 AM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Lester, Rita M. ",3 / 20 / 0,3 Credits,"Mlang Electives
Diversity-Global
Power Thread
Reflected Self Thread
International Studies",Undergraduate
Closed,RELIG-1150-N ,WORLD RELIGIONS,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Redding, Jonathan D. ",0 / 25 / 0,3 Credits,"1ST 8-WEEK Session
Online
Mlang Electives
Diversity-Global
Power Thread
Reflected Self Thread
International Studies",Undergraduate
Open,RELIG-1230-01 ,INTRO NEW TESTAMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Redding, Jonathan D. ",3 / 18 / 0,3 Credits,Speaking Instructive,Undergraduate
Open,RELIG-1230-02 ,INTRO NEW TESTAMENT,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Redding, Jonathan D. ",5 / 18 / 0,3 Credits,Speaking Instructive,Undergraduate
Open,RELIG-2340-01 ,RELIG DIVERSITY-U.S.,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 11:00-11:50 AM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Lester, Rita M. ",8 / 25 / 0,3 Credits,"Diversity-U.S.
Democracy Thread",Undergraduate
Open,RELIG-2800-01 ,APOCALYPTIC IMAGINATN,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Redding, Jonathan D. ",8 / 25 / 0,3 Credits,"Diversity-U.S.
Chaos Thread",Undergraduate
Open,RELIG-2900-01 ,BIBLICAL HEBREW,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-2:50 PM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Redding, Jonathan D. ",15 / 20 / 0,3 Credits, ,Undergraduate
Open,RELIG-3200-01 ,RELIGIOUS IDENTITY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 OM 208 (LEC) ","Lester, Rita M. ",10 / 25 / 0,3 Credits,"Diversity-Global
Identity Thread",Undergraduate
Open,RELIG-3970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Skirry, Justin J. ",97 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,RELIG-3990-01 ,SENIOR PROPOSAL,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lester, Rita M. ",18 / 20 / 0,1 to 3 Credits, ,Undergraduate
Open,RELIG-4990-01 ,SENIOR PROJECT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lester, Rita M. ",18 / 20 / 0,3 Credits, ,Undergraduate
Open,SOC-1110-01 ,INTRO TO SOCIOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 10:00-11:40 AM 1/9/2023 - 5/6/2023 SC 110 (LEC) ","Wortmann, Susan ",26 / 30 / 0,4 Credits,"Social Science
Reflected Self Thread",Undergraduate
Open,SOC-1110-02 ,INTRO TO SOCIOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:00-3:40 PM 1/9/2023 - 5/6/2023 SC 110 (LEC) ","Cooper, Karla J. ",20 / 30 / 0,4 Credits,"Social Science
Reflected Self Thread",Undergraduate
Open,SOC-1110-03 ,INTRO TO SOCIOLOGY,1/9/2023-5/6/2023,Lincoln,LECTURE,M 6:00-9:20 PM 1/9/2023 - 5/6/2023 SC 110 (LEC) ,"Staff-SOC, F. ",24 / 25 / 0,4 Credits,"Social Science
Reflected Self Thread",Undergraduate
Open,SOC-1330-01 ,RACE RELATIONS & MIN,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 1/9/2023 - 5/6/2023 SC 120 (LEC) ","Cooper, Karla J. ",16 / 25 / 0,4 Credits,"Diversity-U.S.
Reflected Self Thread",Undergraduate
Open,SOC-1350-01 ,SOC OF THE FAMILY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 5/6/2023 SC 110 (LEC) ","Iaquinta, David L. ",23 / 30 / 0,4 Credits,"Discourse Instructive
Gender & Sexuality Thread
Reflected Self Thread",Undergraduate
Open,SOC-3220-01 ,TS: MEDICAL SOCIOLOGY,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 3/3/2023 SC 120 (LEC) ","Wortmann, Susan ",13 / 18 / 0,2 Credits,"1ST 8-WEEK Session
Human Hlth&Disease Thread",Undergraduate
Open,SOC-3290-01 ,GRANT WRITING & EVAL,3/13/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 3/13/2023 - 5/6/2023 SC 120 (LEC) ","Wortmann, Susan ",18 / 20 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,SOC-3540-01 ,URBAN COMMUNITIES,1/9/2023-5/6/2023,Lincoln,LECTURE,W 6:00-9:20 PM 1/9/2023 - 5/6/2023 SC 110 (LEC) ,"Iaquinta, David L. ",13 / 22 / 0,4 Credits,Power Thread,Undergraduate
Open,SOC-3910-02 ,IND ADV READINGS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wortmann, Susan ",99 / 99 / 0,1 to 4 Credits, ,Undergraduate
Closed,SOC-3940-01 ,QUALITATV RESRCH METH,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:00-3:40 PM 1/9/2023 - 5/6/2023 SC 142 (LEC) ","Wortmann, Susan ",0 / 20 / 0,4 Credits,International Studies,Undergraduate
Open,SOC-4960-02 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wortmann, Susan ",99 / 99 / 0,1 to 4 Credits, ,Undergraduate
Open,SOC-4970-02 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Wortmann, Susan ",18 / 18 / 0,3 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,SOCWK-1150-1 ,INTRO TO SOCIAL WORK,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 321 (LEC) ","Borchardt, Melisa M. ",23 / 25 / 0,3 Credits,Experiential Exploratory,Undergraduate
Open,SOCWK-1150-L ,INTRO TO SOCIAL WORK,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Czaja-Stevens, Rebecca ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session
Experiential Exploratory",Undergraduate
Open,SOCWK-2200-01 ,SOC WELFARE POL/SERV,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 322 (LEC) ","Mohr, Jeffrey A. ",17 / 25 / 0,3 Credits,"Discourse Instructive
Power Thread
Leadership Thread",Undergraduate
Open,SOCWK-2200-L ,SOC WELFARE POL/SERV,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 3/13/2023 - 5/6/2023 SC 320 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Mohr, Jeffrey A. ",22 / 25 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session
Discourse Instructive
Power Thread
Leadership Thread",Undergraduate
Open,SOCWK-2280-01 ,HUM BEHAV-SOC ENV II,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 321 (LEC) ","Mohr, Jeffrey A. ",20 / 25 / 0,3 Credits, ,Undergraduate
Open,SOCWK-2350-01 ,FAMILY VIOLENCE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 10:20-11:35 AM 1/9/2023 - 5/6/2023 SC 220 (LEC) ","Borchardt, Melisa M. ",13 / 25 / 0,3 Credits,"Gender Studies
Gender & Sexuality Thread",Undergraduate
Open,SOCWK-3080-L ,MICRO PRACTICE,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 110 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Czaja-Stevens, Rebecca ",14 / 15 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Undergraduate
Open,SOCWK-3090-01 ,GROUP PRACTICE,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:20-3:35 PM 1/9/2023 - 5/6/2023 SC 222 (LEC) ","Borchardt, Melisa M. ",10 / 15 / 0,3 Credits, ,Undergraduate
Open,SOCWK-3100-L ,MACRO PRACTICE,1/9/2023-3/3/2023,Lincoln,"Online
Online",T 6:00-7:30 PM 1/9/2023 - 3/3/2023 (WEB) 1/9/2023 - 3/3/2023 (WEB) ,"Jensen, Toni G. ",18 / 18 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session
Speaking Instructive
Writing Instructive",Undergraduate
Open,SOCWK-3350-L ,YNG CHILDRN & TRMA,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",T 6:00 PM-9:00 AM 3/13/2023 - 5/6/2023 SC 321 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Cavel, Kara A. ",24 / 25 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Undergraduate
Open,SOCWK-3450-01 ,SOCIAL WORK HLTH CARE,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W 12:20-1:35 PM 1/9/2023 - 5/6/2023 SC 320 (LEC) ","Mohr, Jeffrey A. ",22 / 25 / 0,3 Credits,Human Hlth&Disease Thread,Undergraduate
Open,SOCWK-4650-L ,RESEARCH INFORM PRAC,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 3/13/2023 - 5/6/2023 SC 320 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Matthews, Ann M. ",18 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session
Writing Instructive",Undergraduate
Open,SOCWK-4970-N ,FIELD PRACTICUM,1/9/2023-5/6/2023,Distance (online),Online,T 6:00-8:00 PM 1/9/2023 - 5/6/2023 (WEB) ,"Sampson, Alynn S. 
Czaja-Stevens, Rebecca ",8 / 12 / 0,1 to 12 Credits,"Blended Online
Internship/Practicum
Experiential Intensive",Undergraduate
Open,SOCWK-5100-L ,ANTI-OPPRESSIVE SOCWK PRACT,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 321 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Cavel, Kara A. ",19 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5110-L ,SOCIAL WELFARE POLICY,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 321 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Jensen, Toni G. ",10 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5200-L ,MICRO PRACTICE,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 221 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Pendley, Megan ",11 / 15 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5210-L ,GROUP PRACTICE,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 3/13/2023 - 5/6/2023 ACK 218 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Cavel, Kara A. ",11 / 15 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5220-L ,MACRO PRAC:COMM ORG,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 3/13/2023 - 5/6/2023 SC 220 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Pendley, Megan ",16 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5230-L ,RESEARCH INFORMED PRACTICE,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 3/13/2023 - 5/6/2023 SC 320 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Matthews, Ann M. ",18 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5270-L1 ,GENERALIST FIELD PRACTICUM,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Matthews, Ann M. 
Czaja-Stevens, Rebecca ",13 / 15 / 0,1 to 8 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5270-L2 ,GENERALIST FIELD PRACTICUM,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Matthews, Ann M. 
Czaja-Stevens, Rebecca ",12 / 15 / 0,1 to 8 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5320-L ,ADV PRACTICE GROUPS,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 3/13/2023 - 5/6/2023 ACK 211 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Pendley, Megan ",10 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5330-L ,ASSESS & TREAT OF TRAUMA,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 320 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Cavel, Kara A. ",5 / 15 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5340-L ,SOCIAL ADVOCACY,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 322 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Matthews, Ann M. ",16 / 20 / 0,3 Credits,"Blended Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5450-L ,PROF ETHIC & LEAD SOCIAL WORK,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online",Th 6:00-9:00 PM 1/9/2023 - 3/3/2023 SC 322 (LEC) 1/9/2023 - 3/3/2023 (WEB) ,"Pendley, Megan ",16 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5460-L ,TRAUMA CONSIOUS ADMIN,3/13/2023-5/6/2023,Lincoln,"LECTURE
Online",T 6:00-9:00 PM 3/13/2023 - 5/6/2023 SC 322 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Jensen, Toni G. ",16 / 20 / 0,3 Credits,"Blended Classroom
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5570-L1 ,ADV FIELD PRACTICUM,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Matthews, Ann M. 
Czaja-Stevens, Rebecca ",13 / 15 / 0,1 to 10 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,SOCWK-5570-L2 ,ADV FIELD PRACTICUM,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Matthews, Ann M. 
Czaja-Stevens, Rebecca ",13 / 15 / 0,1 to 10 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,SOCWK-5580-L1 ,ADV INTEGRATIVE CAPSTONE I,1/9/2023-3/3/2023,Lincoln,ARRANGED,1/9/2023 - 3/3/2023 TBD (ARR) ,"Matthews, Ann M. 
Jensen, Toni G. ",20 / 20 / 0,2 Credits,"Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
