"","Country","Stay_Info","Year","Quantity"
"14348","Poland","Average length of stay",2016,2.64
"14349","Poland","Average length of stay",2017,2.62
"14350","Poland","Average length of stay",2018,2.62
"14351","Poland","Average length of stay",2019,2.62
"14352","Poland","Average length of stay",2020,2.87
"14353","Poland","Average length of stay",2021,2.83
"14354","Poland","Average length of stay",2022,2.63
"14355","Portugal","Number of establishments",1997,1768
"14356","Portugal","Number of establishments",1998,1754
"14357","Portugal","Number of establishments",1999,1772
"14358","Portugal","Number of establishments",2000,1786
"14359","Portugal","Number of establishments",2001,1781
"14360","Portugal","Number of establishments",2002,1898
"14361","Portugal","Number of establishments",2003,1934
"14362","Portugal","Number of establishments",2004,1954
"14363","Portugal","Number of establishments",2005,2012
"14364","Portugal","Number of establishments",2006,2028
"14365","Portugal","Number of establishments",2007,2031
"14366","Portugal","Number of establishments",2008,2041
"14367","Portugal","Number of establishments",2009,1988
"14368","Portugal","Number of establishments",2010,2011
"14369","Portugal","Number of establishments",2011,2019
"14370","Portugal","Number of establishments",2012,2028
"14371","Portugal","Number of establishments",2013,2008
"14372","Portugal","Number of establishments",2014,2041
"14373","Portugal","Number of establishments",2015,2028
"14374","Portugal","Number of establishments",2016,2036
"14375","Portugal","Number of establishments",2017,5840
"14376","Portugal","Number of establishments",2018,6866
"14377","Portugal","Number of establishments",2019,6833
"14378","Portugal","Number of establishments",2020,5183
"14379","Portugal","Number of establishments",2021,6271
"14380","Portugal","Number of establishments",2022,7095
"14381","Portugal","Number of rooms",1996,91094
"14382","Portugal","Number of rooms",1997,93460
"14383","Portugal","Number of rooms",1998,94788
"14384","Portugal","Number of rooms",1999,95401
"14385","Portugal","Number of rooms",2000,97709
"14386","Portugal","Number of rooms",2001,99120
"14387","Portugal","Number of rooms",2002,105805
"14388","Portugal","Number of rooms",2003,108367
"14389","Portugal","Number of rooms",2004,112659
"14390","Portugal","Number of rooms",2005,116123
"14391","Portugal","Number of rooms",2006,117565
"14392","Portugal","Number of rooms",2007,117976
"14393","Portugal","Number of rooms",2008,121013
"14394","Portugal","Number of rooms",2009,120737
"14395","Portugal","Number of rooms",2010,124542
"14396","Portugal","Number of rooms",2011,128336
"14397","Portugal","Number of rooms",2012,131357
"14398","Portugal","Number of rooms",2013,132331
"14399","Portugal","Number of rooms",2014,136761
"14400","Portugal","Number of rooms",2015,137359
"14401","Portugal","Number of rooms",2016,143164
"14402","Portugal","Number of rooms",2017,175056
"14403","Portugal","Number of rooms",2018,184428
"14404","Portugal","Number of rooms",2019,193164
"14405","Portugal","Number of rooms",2020,151751
"14406","Portugal","Number of rooms",2021,179501
"14407","Portugal","Number of rooms",2022,200748
"14408","Portugal","Number of bed-places",1996,208205
"14409","Portugal","Number of bed-places",1997,211315
"14410","Portugal","Number of bed-places",1998,215572
"14411","Portugal","Number of bed-places",1999,216828
"14412","Portugal","Number of bed-places",2000,222958
"14413","Portugal","Number of bed-places",2001,228665
"14414","Portugal","Number of bed-places",2002,239903
"14415","Portugal","Number of bed-places",2003,245778
"14416","Portugal","Number of bed-places",2004,253927
"14417","Portugal","Number of bed-places",2005,263814
"14418","Portugal","Number of bed-places",2006,264037
"14419","Portugal","Number of bed-places",2007,264747
"14420","Portugal","Number of bed-places",2008,273975
"14421","Portugal","Number of bed-places",2009,273804
"14422","Portugal","Number of bed-places",2010,279506
"14423","Portugal","Number of bed-places",2011,289107
"14424","Portugal","Number of bed-places",2012,296321
"14425","Portugal","Number of bed-places",2013,297962
"14426","Portugal","Number of bed-places",2014,308385
"14427","Portugal","Number of bed-places",2015,312028
"14428","Portugal","Number of bed-places",2016,325863
"14429","Portugal","Number of bed-places",2017,402832
"14430","Portugal","Number of bed-places",2018,423138
"14431","Portugal","Number of bed-places",2019,443157
"14432","Portugal","Number of bed-places",2020,344757
"14433","Portugal","Number of bed-places",2021,404857
"14434","Portugal","Number of bed-places",2022,457818
"14435","Portugal","Occupancy rate / rooms",1996,55.2
"14436","Portugal","Occupancy rate / rooms",1997,56.2
"14437","Portugal","Occupancy rate / rooms",1998,59.6
"14438","Portugal","Occupancy rate / rooms",1999,60.8
"14439","Portugal","Occupancy rate / rooms",2000,64.5
"14440","Portugal","Occupancy rate / rooms",2001,62.5
"14441","Portugal","Occupancy rate / rooms",2002,58.5
"14442","Portugal","Occupancy rate / rooms",2003,55.8
"14443","Portugal","Occupancy rate / rooms",2004,54
"14444","Portugal","Occupancy rate / rooms",2005,55.1
"14445","Portugal","Occupancy rate / rooms",2006,57.3
"14446","Portugal","Occupancy rate / rooms",2007,59
"14447","Portugal","Occupancy rate / rooms",2008,57.1
"14448","Portugal","Occupancy rate / rooms",2009,51.48
"14449","Portugal","Occupancy rate / rooms",2010,50.86
"14450","Portugal","Occupancy rate / rooms",2011,51.84
"14451","Portugal","Occupancy rate / rooms",2017,66.59
"14452","Portugal","Occupancy rate / rooms",2018,65.08
"14453","Portugal","Occupancy rate / rooms",2019,65.38
"14454","Portugal","Occupancy rate / rooms",2020,25.46
"14455","Portugal","Occupancy rate / rooms",2021,34.94
"14456","Portugal","Occupancy rate / rooms",2022,60.8
"14457","Portugal","Occupancy rate / bed-places",1996,44.1
"14458","Portugal","Occupancy rate / bed-places",1997,45.4
"14459","Portugal","Occupancy rate / bed-places",1998,48.5
"14460","Portugal","Occupancy rate / bed-places",1999,19.2
"14461","Portugal","Occupancy rate / bed-places",2000,53.6
"14462","Portugal","Occupancy rate / bed-places",2001,51.7
"14463","Portugal","Occupancy rate / bed-places",2002,49.9
"14464","Portugal","Occupancy rate / bed-places",2003,47.5
"14465","Portugal","Occupancy rate / bed-places",2004,45.1
"14466","Portugal","Occupancy rate / bed-places",2005,46.6
"14467","Portugal","Occupancy rate / bed-places",2006,48.3
"14468","Portugal","Occupancy rate / bed-places",2007,50.3
"14469","Portugal","Occupancy rate / bed-places",2008,47.3
"14470","Portugal","Occupancy rate / bed-places",2009,42.2
"14471","Portugal","Occupancy rate / bed-places",2010,41.65
"14472","Portugal","Occupancy rate / bed-places",2011,40
"14473","Portugal","Occupancy rate / bed-places",2012,39.5
"14474","Portugal","Occupancy rate / bed-places",2013,42.6
"14475","Portugal","Occupancy rate / bed-places",2014,45.2
"14476","Portugal","Occupancy rate / bed-places",2015,46.27
"14477","Portugal","Occupancy rate / bed-places",2016,48.64
"14478","Portugal","Occupancy rate / bed-places",2017,53.61
"14479","Portugal","Occupancy rate / bed-places",2018,52.74
"14480","Portugal","Occupancy rate / bed-places",2019,53.04
"14481","Portugal","Occupancy rate / bed-places",2020,21.44
"14482","Portugal","Occupancy rate / bed-places",2021,29.24
"14483","Portugal","Occupancy rate / bed-places",2022,50
"14484","Portugal","Average length of stay",1996,3.6
"14485","Portugal","Average length of stay",1997,3.4
"14486","Portugal","Average length of stay",1998,3.6
"14487","Portugal","Average length of stay",1999,3.3
"14488","Portugal","Average length of stay",2000,3.6
"14489","Portugal","Average length of stay",2001,3.6
"14490","Portugal","Average length of stay",2002,3.5
"14491","Portugal","Average length of stay",2003,3.3
"14492","Portugal","Average length of stay",2004,3.1
"14493","Portugal","Average length of stay",2005,3.1
"14494","Portugal","Average length of stay",2006,3
"14495","Portugal","Average length of stay",2007,3
"14496","Portugal","Average length of stay",2008,2.9
"14497","Portugal","Average length of stay",2009,2.8
"14498","Portugal","Average length of stay",2010,3.76
"14499","Portugal","Average length of stay",2011,3.83
"14500","Portugal","Average length of stay",2012,3.86
"14501","Portugal","Average length of stay",2013,3.18
"14502","Portugal","Average length of stay",2014,2.91
"14503","Portugal","Average length of stay",2015,3.66
"14504","Portugal","Average length of stay",2016,2.86
"14505","Portugal","Average length of stay",2017,3.2
"14506","Portugal","Average length of stay",2018,3.27
"14507","Portugal","Average length of stay",2019,2.99
"14508","Portugal","Average length of stay",2020,3.19
"14509","Portugal","Average length of stay",2021,3.17
"14510","Portugal","Average length of stay",2022,3.05
"14511","Puerto Rico","Number of establishments",2006,169
"14512","Puerto Rico","Number of establishments",2007,169
"14513","Puerto Rico","Number of establishments",2008,163
"14514","Puerto Rico","Number of establishments",2009,159
"14515","Puerto Rico","Number of establishments",2010,156
"14516","Puerto Rico","Number of establishments",2011,151
"14517","Puerto Rico","Number of establishments",2012,151
"14518","Puerto Rico","Number of establishments",2013,151
"14519","Puerto Rico","Number of establishments",2014,150
"14520","Puerto Rico","Number of establishments",2015,149
"14521","Puerto Rico","Number of establishments",2016,154
"14522","Puerto Rico","Number of establishments",2017,151
"14523","Puerto Rico","Number of establishments",2018,147
"14524","Puerto Rico","Number of establishments",2019,155
"14525","Puerto Rico","Number of establishments",2020,159
"14526","Puerto Rico","Number of rooms",1996,10265
"14527","Puerto Rico","Number of rooms",1997,10869
"14528","Puerto Rico","Number of rooms",1998,11848
"14529","Puerto Rico","Number of rooms",1999,11102
"14530","Puerto Rico","Number of rooms",2000,11062
"14531","Puerto Rico","Number of rooms",2001,11438
"14532","Puerto Rico","Number of rooms",2002,11759
"14533","Puerto Rico","Number of rooms",2003,12850
"14534","Puerto Rico","Number of rooms",2004,12766
"14535","Puerto Rico","Number of rooms",2005,13336
"14536","Puerto Rico","Number of rooms",2006,13424
"14537","Puerto Rico","Number of rooms",2007,13417
"14538","Puerto Rico","Number of rooms",2008,13255
"14539","Puerto Rico","Number of rooms",2009,13392
"14540","Puerto Rico","Number of rooms",2010,13934
"14541","Puerto Rico","Number of rooms",2011,14283
"14542","Puerto Rico","Number of rooms",2012,14191
"14543","Puerto Rico","Number of rooms",2013,14164
"14544","Puerto Rico","Number of rooms",2014,14781
"14545","Puerto Rico","Number of rooms",2015,14844
"14546","Puerto Rico","Number of rooms",2016,15056
"14547","Puerto Rico","Number of rooms",2017,15144
"14548","Puerto Rico","Number of rooms",2018,15135
"14549","Puerto Rico","Number of rooms",2019,14619
"14550","Puerto Rico","Number of rooms",2020,14488
"14551","Puerto Rico","Occupancy rate / rooms",1996,69
"14552","Puerto Rico","Occupancy rate / rooms",1997,69.8
"14553","Puerto Rico","Occupancy rate / rooms",1998,67.3
"14554","Puerto Rico","Occupancy rate / rooms",1999,71.9
"14555","Puerto Rico","Occupancy rate / rooms",2000,70.7
"14556","Puerto Rico","Occupancy rate / rooms",2001,66.7
"14557","Puerto Rico","Occupancy rate / rooms",2002,61.8
"14558","Puerto Rico","Occupancy rate / rooms",2003,64.9
"14559","Puerto Rico","Occupancy rate / rooms",2004,68.9
"14560","Puerto Rico","Occupancy rate / rooms",2005,67.7
"14561","Puerto Rico","Occupancy rate / rooms",2006,67.9
"14562","Puerto Rico","Occupancy rate / rooms",2007,68.7
"14563","Puerto Rico","Occupancy rate / rooms",2008,67.6
"14564","Puerto Rico","Occupancy rate / rooms",2009,63.4
"14565","Puerto Rico","Occupancy rate / rooms",2010,66.2
"14566","Puerto Rico","Occupancy rate / rooms",2011,66.18
"14567","Puerto Rico","Occupancy rate / rooms",2012,67.94
"14568","Puerto Rico","Occupancy rate / rooms",2013,69.85
"14569","Puerto Rico","Occupancy rate / rooms",2014,69.82
"14570","Puerto Rico","Occupancy rate / rooms",2015,71
"14571","Puerto Rico","Occupancy rate / rooms",2016,70.4
"14572","Puerto Rico","Occupancy rate / rooms",2017,68.29
"14573","Puerto Rico","Occupancy rate / rooms",2018,76.53
"14574","Puerto Rico","Occupancy rate / rooms",2019,68.19
"14575","Puerto Rico","Occupancy rate / rooms",2020,52.78
"14576","Puerto Rico","Average length of stay",1996,2.6
"14577","Puerto Rico","Average length of stay",1997,2.7
"14578","Puerto Rico","Average length of stay",1998,2.7
"14579","Puerto Rico","Average length of stay",1999,3
"14580","Puerto Rico","Average length of stay",2000,2.5
"14581","Puerto Rico","Average length of stay",2001,2.7
"14582","Puerto Rico","Average length of stay",2002,2.7
"14583","Puerto Rico","Average length of stay",2003,2.6
"14584","Puerto Rico","Average length of stay",2004,2.6
"14585","Puerto Rico","Average length of stay",2005,2.63
"14586","Puerto Rico","Average length of stay",2006,2.6
"14587","Puerto Rico","Average length of stay",2007,2.57
"14588","Puerto Rico","Average length of stay",2008,2.62
"14589","Puerto Rico","Average length of stay",2009,2.64
"14590","Puerto Rico","Average length of stay",2010,2.65
"14591","Puerto Rico","Average length of stay",2011,2.65
"14592","Puerto Rico","Average length of stay",2012,2.62
"14593","Puerto Rico","Average length of stay",2013,2.63
"14594","Puerto Rico","Average length of stay",2014,2.64
"14595","Puerto Rico","Average length of stay",2015,2.63
"14596","Puerto Rico","Average length of stay",2016,2.57
"14597","Puerto Rico","Average length of stay",2017,2.48
"14598","Puerto Rico","Average length of stay",2018,3.37
"14599","Puerto Rico","Average length of stay",2019,2.6
"14600","Puerto Rico","Average length of stay",2020,2.6
"14601","Qatar","Number of establishments",2000,19
"14602","Qatar","Number of establishments",2001,21
"14603","Qatar","Number of establishments",2002,28
"14604","Qatar","Number of establishments",2003,35
"14605","Qatar","Number of establishments",2004,35
"14606","Qatar","Number of establishments",2005,35
"14607","Qatar","Number of establishments",2006,39
"14608","Qatar","Number of establishments",2007,43
"14609","Qatar","Number of establishments",2008,48
"14610","Qatar","Number of establishments",2009,58
"14611","Qatar","Number of establishments",2010,66
"14612","Qatar","Number of establishments",2011,74
"14613","Qatar","Number of establishments",2012,81
"14614","Qatar","Number of establishments",2013,83
"14615","Qatar","Number of establishments",2014,85
"14616","Qatar","Number of establishments",2015,119
"14617","Qatar","Number of establishments",2016,117
"14618","Qatar","Number of establishments",2017,122
"14619","Qatar","Number of establishments",2018,124
"14620","Qatar","Number of establishments",2019,130
"14621","Qatar","Number of establishments",2020,132
"14622","Qatar","Number of establishments",2021,135
"14623","Qatar","Number of establishments",2022,178
"14624","Qatar","Number of rooms",1996,1978
"14625","Qatar","Number of rooms",1997,1998
"14626","Qatar","Number of rooms",1998,1842
"14627","Qatar","Number of rooms",2000,2114
"14628","Qatar","Number of rooms",2001,2422
"14629","Qatar","Number of rooms",2002,3225
"14630","Qatar","Number of rooms",2003,3858
"14631","Qatar","Number of rooms",2004,3792
"14632","Qatar","Number of rooms",2005,4180
"14633","Qatar","Number of rooms",2006,6871
"14634","Qatar","Number of rooms",2007,5422
"14635","Qatar","Number of rooms",2008,6679
"14636","Qatar","Number of rooms",2009,10868
"14637","Qatar","Number of rooms",2010,9574
"14638","Qatar","Number of rooms",2011,9976
"14639","Qatar","Number of rooms",2012,13407
"14640","Qatar","Number of rooms",2013,13577
"14641","Qatar","Number of rooms",2014,13937
"14642","Qatar","Number of rooms",2015,20713
"14643","Qatar","Number of rooms",2016,22921
"14644","Qatar","Number of rooms",2017,25167
"14645","Qatar","Number of rooms",2018,28917
"14646","Qatar","Number of rooms",2019,27261
"14647","Qatar","Number of rooms",2020,28300
"14648","Qatar","Number of rooms",2021,29339
"14649","Qatar","Number of rooms",2022,37539
"14650","Qatar","Occupancy rate / rooms",2012,60
"14651","Qatar","Occupancy rate / rooms",2013,65
"14652","Qatar","Occupancy rate / rooms",2014,73
"14653","Qatar","Occupancy rate / rooms",2015,71
"14654","Qatar","Occupancy rate / rooms",2016,62
"14655","Qatar","Occupancy rate / rooms",2017,58
"14656","Qatar","Occupancy rate / rooms",2018,61
"14657","Qatar","Occupancy rate / rooms",2019,66
"14658","Qatar","Occupancy rate / rooms",2020,54
"14659","Qatar","Occupancy rate / rooms",2021,64
"14660","Qatar","Occupancy rate / rooms",2022,56
"14661","Qatar","Average length of stay",2015,3.51
"14662","Qatar","Average length of stay",2016,3.39
"14663","Qatar","Average length of stay",2017,3.75
"14664","Qatar","Average length of stay",2018,3.78
"14665","Qatar","Average length of stay",2019,3.73
"14666","Qatar","Average length of stay",2020,4.59
"14667","Qatar","Average length of stay",2021,4.65
"14668","Qatar","Average length of stay",2022,3.07
"14669","Reunion","Number of establishments",2005,63
"14670","Reunion","Number of establishments",2006,56
"14671","Reunion","Number of establishments",2007,50
"14672","Reunion","Number of establishments",2008,50
"14673","Reunion","Number of establishments",2009,49
"14674","Reunion","Number of establishments",2010,49
"14675","Reunion","Number of establishments",2011,53
"14676","Reunion","Number of establishments",2012,53
"14677","Reunion","Number of establishments",2013,53
"14678","Reunion","Number of establishments",2014,46
"14679","Reunion","Number of establishments",2015,74
"14680","Reunion","Number of establishments",2016,76
"14681","Reunion","Number of establishments",2017,75
"14682","Reunion","Number of establishments",2018,74
"14683","Reunion","Number of establishments",2019,77
"14684","Reunion","Number of establishments",2020,82
"14685","Reunion","Number of establishments",2021,83
"14686","Reunion","Number of establishments",2022,80
"14687","Reunion","Number of rooms",1996,1884
"14688","Reunion","Number of rooms",1997,1831
"14689","Reunion","Number of rooms",1998,2174
"14690","Reunion","Number of rooms",1999,2527
"14691","Reunion","Number of rooms",2000,2719
"14692","Reunion","Number of rooms",2001,2771
"14693","Reunion","Number of rooms",2002,2850
"14694","Reunion","Number of rooms",2003,2910
"14695","Reunion","Number of rooms",2004,2904
"14696","Reunion","Number of rooms",2005,2930
"14697","Reunion","Number of rooms",2006,2982
"14698","Reunion","Number of rooms",2007,2259
"14699","Reunion","Number of rooms",2008,2143
"14700","Reunion","Number of rooms",2009,2074
"14701","Reunion","Number of rooms",2010,2070
"14702","Reunion","Number of rooms",2011,2077
"14703","Reunion","Number of rooms",2012,2120
"14704","Reunion","Number of rooms",2013,2117
"14705","Reunion","Number of rooms",2014,2070
"14706","Reunion","Number of rooms",2015,3013
"14707","Reunion","Number of rooms",2016,2938
"14708","Reunion","Number of rooms",2017,2956
"14709","Reunion","Number of rooms",2018,2795
"14710","Reunion","Number of rooms",2019,2825
"14711","Reunion","Number of rooms",2020,3034
"14712","Reunion","Number of rooms",2021,3084
"14713","Reunion","Number of rooms",2022,3022
"14714","Reunion","Number of bed-places",1996,3768
"14715","Reunion","Number of bed-places",1997,3662
"14716","Reunion","Number of bed-places",1998,4348
"14717","Reunion","Number of bed-places",1999,5054
"14718","Reunion","Number of bed-places",2000,5438
"14719","Reunion","Number of bed-places",2001,5542
"14720","Reunion","Number of bed-places",2002,5700
"14721","Reunion","Number of bed-places",2003,5820
"14722","Reunion","Number of bed-places",2004,5808
"14723","Reunion","Number of bed-places",2005,5860
"14724","Reunion","Number of bed-places",2006,5964
"14725","Reunion","Number of bed-places",2007,4518
"14726","Reunion","Number of bed-places",2008,4286
"14727","Reunion","Number of bed-places",2009,4148
"14728","Reunion","Number of bed-places",2010,4140
"14729","Reunion","Number of bed-places",2011,4154
"14730","Reunion","Number of bed-places",2012,4240
"14731","Reunion","Number of bed-places",2013,4234
"14732","Reunion","Number of bed-places",2014,4140
"14733","Reunion","Number of bed-places",2015,6419
"14734","Reunion","Number of bed-places",2016,6895
"14735","Reunion","Number of bed-places",2017,6850
"14736","Reunion","Number of bed-places",2018,6491
"14737","Reunion","Number of bed-places",2019,6600
"14738","Reunion","Number of bed-places",2020,6185
"14739","Reunion","Number of bed-places",2021,6245
"14740","Reunion","Number of bed-places",2022,6088
"14741","Reunion","Occupancy rate / rooms",2008,59.1
"14742","Reunion","Occupancy rate / rooms",2009,57.1
"14743","Reunion","Occupancy rate / rooms",2010,60.6
"14744","Reunion","Occupancy rate / rooms",2011,67
"14745","Reunion","Occupancy rate / rooms",2012,62.6
"14746","Reunion","Occupancy rate / rooms",2013,62.3
"14747","Reunion","Occupancy rate / rooms",2014,59.1
"14748","Reunion","Occupancy rate / rooms",2015,60.41
"14749","Reunion","Occupancy rate / rooms",2016,60.22
"14750","Reunion","Occupancy rate / rooms",2017,64.28
"14751","Reunion","Occupancy rate / rooms",2018,66.38
"14752","Reunion","Occupancy rate / rooms",2019,66.67
"14753","Reunion","Occupancy rate / rooms",2020,50.7
"14754","Reunion","Occupancy rate / bed-places",1996,59.3
"14755","Reunion","Occupancy rate / bed-places",1997,61.5
"14756","Reunion","Occupancy rate / bed-places",1998,64
"14757","Reunion","Occupancy rate / bed-places",1999,63.9
"14758","Reunion","Occupancy rate / bed-places",2000,64.8
"14759","Reunion","Occupancy rate / bed-places",2001,63.6
"14760","Reunion","Occupancy rate / bed-places",2002,64
"14761","Reunion","Occupancy rate / bed-places",2004,58.3
"14762","Reunion","Occupancy rate / bed-places",2005,60.2
"14763","Reunion","Occupancy rate / bed-places",2006,51.8
"14764","Reunion","Occupancy rate / bed-places",2007,58.4
"14765","Reunion","Average length of stay",1996,6.3
"14766","Reunion","Average length of stay",1997,6.7
"14767","Reunion","Average length of stay",1998,7.2
"14768","Reunion","Average length of stay",1999,7.1
"14769","Reunion","Average length of stay",2000,6.7
"14770","Reunion","Average length of stay",2001,6.7
"14771","Reunion","Average length of stay",2002,7
"14772","Reunion","Average length of stay",2003,6.9
"14773","Reunion","Average length of stay",2004,6.8
"14774","Reunion","Average length of stay",2005,6.9
"14775","Reunion","Average length of stay",2006,7
"14776","Reunion","Average length of stay",2007,6.7
"14777","Reunion","Average length of stay",2008,6.5
"14778","Reunion","Average length of stay",2009,6.6
"14779","Reunion","Average length of stay",2010,6.8
"14780","Reunion","Average length of stay",2011,7
"14781","Reunion","Average length of stay",2012,6.6
"14782","Reunion","Average length of stay",2013,6.2
"14783","Reunion","Average length of stay",2014,6.3
"14784","Reunion","Average length of stay",2015,6.3
"14785","Reunion","Average length of stay",2016,9.41
"14786","Reunion","Average length of stay",2017,9.21
"14787","Reunion","Average length of stay",2018,9
"14788","Reunion","Average length of stay",2019,9
"14789","Romania","Number of establishments",1996,2362
"14790","Romania","Number of establishments",1997,2446
"14791","Romania","Number of establishments",1998,2535
"14792","Romania","Number of establishments",1999,2660
"14793","Romania","Number of establishments",2000,2533
"14794","Romania","Number of establishments",2001,2681
"14795","Romania","Number of establishments",2002,2765
"14796","Romania","Number of establishments",2003,2989
"14797","Romania","Number of establishments",2004,3301
"14798","Romania","Number of establishments",2005,3608
"14799","Romania","Number of establishments",2006,4125
"14800","Romania","Number of establishments",2007,4163
"14801","Romania","Number of establishments",2008,4362
"14802","Romania","Number of establishments",2009,4582
"14803","Romania","Number of establishments",2010,4724
"14804","Romania","Number of establishments",2011,4612
"14805","Romania","Number of establishments",2012,5376
"14806","Romania","Number of establishments",2013,5560
"14807","Romania","Number of establishments",2014,5677
"14808","Romania","Number of establishments",2015,6308
"14809","Romania","Number of establishments",2016,6432
"14810","Romania","Number of establishments",2017,7237
"14811","Romania","Number of establishments",2018,7656
"14812","Romania","Number of establishments",2019,7608
"14813","Romania","Number of establishments",2020,7881
"14814","Romania","Number of establishments",2021,8343
"14815","Romania","Number of establishments",2022,8319
"14816","Romania","Number of rooms",1996,97317
"14817","Romania","Number of rooms",1997,97075
"14818","Romania","Number of rooms",1998,97247
"14819","Romania","Number of rooms",1999,96830
"14820","Romania","Number of rooms",2000,95404
"14821","Romania","Number of rooms",2001,95226
"14822","Romania","Number of rooms",2002,95062
"14823","Romania","Number of rooms",2003,97320
"14824","Romania","Number of rooms",2004,101574
"14825","Romania","Number of rooms",2005,105787
"14826","Romania","Number of rooms",2006,111805
"14827","Romania","Number of rooms",2007,112177
"14828","Romania","Number of rooms",2008,116903
"14829","Romania","Number of rooms",2009,118963
"14830","Romania","Number of rooms",2010,123509
"14831","Romania","Number of rooms",2011,119349
"14832","Romania","Number of rooms",2012,128713
"14833","Romania","Number of rooms",2013,131756
"14834","Romania","Number of rooms",2014,133530
"14835","Romania","Number of rooms",2015,140434
"14836","Romania","Number of rooms",2016,141339
"14837","Romania","Number of rooms",2017,149235
"14838","Romania","Number of rooms",2018,153081
"14839","Romania","Number of rooms",2019,154043
"14840","Romania","Number of rooms",2020,154561
"14841","Romania","Number of rooms",2021,157525
"14842","Romania","Number of rooms",2022,159415
"14843","Romania","Number of bed-places",1996,211694
"14844","Romania","Number of bed-places",1997,204124
"14845","Romania","Number of bed-places",1998,204499
"14846","Romania","Number of bed-places",1999,202867
"14847","Romania","Number of bed-places",2000,199333
"14848","Romania","Number of bed-places",2001,199320
"14849","Romania","Number of bed-places",2002,197320
"14850","Romania","Number of bed-places",2003,201636
"14851","Romania","Number of bed-places",2004,207810
"14852","Romania","Number of bed-places",2005,216499
"14853","Romania","Number of bed-places",2006,228126
"14854","Romania","Number of bed-places",2007,228123
"14855","Romania","Number of bed-places",2008,237917
"14856","Romania","Number of bed-places",2009,248424
"14857","Romania","Number of bed-places",2010,258238
"14858","Romania","Number of bed-places",2011,248592
"14859","Romania","Number of bed-places",2012,270172
"14860","Romania","Number of bed-places",2013,276095
"14861","Romania","Number of bed-places",2014,280810
"14862","Romania","Number of bed-places",2015,298571
"14863","Romania","Number of bed-places",2016,302100
"14864","Romania","Number of bed-places",2017,319672
"14865","Romania","Number of bed-places",2018,328297
"14866","Romania","Number of bed-places",2019,329931
"14867","Romania","Number of bed-places",2020,331589
"14868","Romania","Number of bed-places",2021,341084
"14869","Romania","Number of bed-places",2022,344277
"14870","Romania","Occupancy rate / bed-places",1996,40.7
"14871","Romania","Occupancy rate / bed-places",1997,37.7
"14872","Romania","Occupancy rate / bed-places",1998,36.1
"14873","Romania","Occupancy rate / bed-places",1999,34.5
"14874","Romania","Occupancy rate / bed-places",2000,35.2
"14875","Romania","Occupancy rate / bed-places",2001,38.4
"14876","Romania","Occupancy rate / bed-places",2002,34
"14877","Romania","Occupancy rate / bed-places",2003,34.6
"14878","Romania","Occupancy rate / bed-places",2004,34.3
"14879","Romania","Occupancy rate / bed-places",2005,33.4
"14880","Romania","Occupancy rate / bed-places",2006,33.6
"14881","Romania","Occupancy rate / bed-places",2007,36
"14882","Romania","Occupancy rate / bed-places",2008,35.9
"14883","Romania","Occupancy rate / bed-places",2009,28.4
"14884","Romania","Occupancy rate / bed-places",2010,25.2
"14885","Romania","Occupancy rate / bed-places",2011,26.3
"14886","Romania","Occupancy rate / bed-places",2012,25.9
"14887","Romania","Occupancy rate / bed-places",2013,25.1
"14888","Romania","Occupancy rate / bed-places",2014,30.7
"14889","Romania","Occupancy rate / bed-places",2015,33.79
"14890","Romania","Occupancy rate / bed-places",2016,36.03
"14891","Romania","Occupancy rate / bed-places",2017,36.5
"14892","Romania","Average length of stay",1996,3.3
"14893","Romania","Average length of stay",1997,3.4
"14894","Romania","Average length of stay",1998,3.5
"14895","Romania","Average length of stay",1999,3.5
"14896","Romania","Average length of stay",2000,3.2
"14897","Romania","Average length of stay",2001,3.7
"14898","Romania","Average length of stay",2002,3.6
"14899","Romania","Average length of stay",2003,3.5
"14900","Romania","Average length of stay",2004,3.25
"14901","Romania","Average length of stay",2005,3.2
"14902","Romania","Average length of stay",2006,3.18
"14903","Romania","Average length of stay",2007,2.94
"14904","Romania","Average length of stay",2008,2.89
"14905","Romania","Average length of stay",2009,2.82
"14906","Romania","Average length of stay",2010,2.62
"14907","Romania","Average length of stay",2011,2.54
"14908","Romania","Average length of stay",2012,2.5
"14909","Romania","Average length of stay",2013,2.43
"14910","Romania","Average length of stay",2015,2.12
"14911","Romania","Average length of stay",2016,2.3
"14912","Romania","Average length of stay",2017,2.2
"14913","Romania","Average length of stay",2018,2.2
"14914","Romania","Average length of stay",2019,2.2
"14915","Romania","Average length of stay",2020,2.3
"14916","Romania","Average length of stay",2021,2.2
"14917","Romania","Average length of stay",2022,2.1
"14918","Russian Federation","Number of establishments",2006,5400
"14919","Russian Federation","Number of establishments",2007,5900
"14920","Russian Federation","Number of establishments",2008,6774
"14921","Russian Federation","Number of establishments",2009,7410
"14922","Russian Federation","Number of establishments",2010,7866
"14923","Russian Federation","Number of establishments",2011,8416
"14924","Russian Federation","Number of establishments",2012,9316
"14925","Russian Federation","Number of establishments",2013,9869
"14926","Russian Federation","Number of establishments",2014,10714
"14927","Russian Federation","Number of establishments",2015,13958
"14928","Russian Federation","Number of establishments",2016,15368
"14929","Russian Federation","Number of establishments",2017,18753
"14930","Russian Federation","Number of establishments",2018,21300
"14931","Russian Federation","Number of establishments",2019,21312
"14932","Russian Federation","Number of establishments",2020,20410
